W1_issue,log_value_7dav,log_value_7dav_lag7,log_value_7dav_lag14,log_delta_7dav_lag7,log_delta_7dav_lag14,inv_log_lag,log_value_target_7dav,day_diff,value_slope_diff,value_7dav_diff,reference_date,lag,report_date,predicted_tau0.01,predicted_tau0.025,predicted_tau0.1,predicted_tau0.25,predicted_tau0.5,predicted_tau0.75,predicted_tau0.9,predicted_tau0.975,predicted_tau0.99,geo_value,wis,elapsed_time,time_for_preprocessing,time_for_running
1,8.2829886927426,8.59932602095476,8.69934806765309,0.11053230406022,0.274928276389208,1.0,8.58783803098557,0,0,0,2014-07-05,0,2014-07-05,8.51824877684501,8.52457157160146,8.53108216932054,8.55824026362882,8.62954617388111,8.89004078537276,9.82978624433746,9.85050456951584,9.84475229556823,nat,0.0622417710045635,0.0675930976867676,0.826120138168335,0.545490980148315
1,8.59932602095476,8.69934806765309,8.76123680683819,0.274928276389208,0.269156316237027,0.125,8.70350676947973,0,0,0,2014-06-28,7,2014-07-05,8.65519940281485,8.65546970336673,8.66110513366772,8.69087399919586,8.73217816267332,8.88239537658372,9.59478840743808,9.85731842911201,9.8627689834402,nat,0.0439347293934844,0.0732278823852539,0.826120138168335,0.545490980148315
1,8.69934806765309,8.76123680683819,8.84965740663991,0.269156316237027,0.164579706227487,0.0666666666666667,8.75683981482946,0,0,0,2014-06-21,14,2014-07-05,8.75390442291027,8.75100213430396,8.7627448329301,8.76303313631018,8.78042187907178,8.9190975848503,9.80594007877604,9.87013620234104,9.87013620234103,nat,0.045859039537196,0.0802690982818604,0.826120138168335,0.545490980148315
1,8.84965740663991,8.90693533905917,9.04345899967011,0.162925350962427,0.184237606061979,0.0344827586206897,8.88972179927814,0,0,0,2014-06-07,28,2014-07-05,8.86207592486356,8.86182222837509,8.8880221101793,8.8934446570542,8.90576385199594,9.11796605115916,9.80643564791027,9.90896481777865,9.90896481777865,nat,0.0436362311330091,0.0762131214141846,0.826120138168335,0.545490980148315
1,8.84965740663991,8.90693533905917,9.04345899967011,0.162925350962427,0.184237606061979,0.0344827586206897,8.88972179927814,0,0,0,2014-06-07,28,2014-07-05,8.88510617394192,8.88371371880006,8.88073350400226,8.88947471878909,8.90122156937808,9.12685401227827,9.80806095415993,9.90872340404047,9.90872340404047,nat,0.0430419706377833,0.0751490592956543,0.826120138168335,0.545490980148315
1,8.76123680683819,8.84965740663991,8.90693533905917,0.164579706227487,0.162925350962427,0.0454545454545455,8.8167050156216,0,0,0,2014-06-14,21,2014-07-05,8.78737727606957,8.78701449124526,8.80998254078558,8.81619906950406,8.83193179196985,9.05540904097821,9.80990212210428,9.88531416634791,9.88531416634791,nat,0.0457432666566412,0.0762131214141846,0.826120138168335,0.545490980148315
1,8.90693533905917,9.04345899967011,9.08783369748339,0.184237606061979,0.18022135616426,0.0277777777777778,8.93971205409023,0,0,0,2014-05-31,35,2014-07-05,8.92855417688364,8.92872871953433,8.93144091840839,8.93681841946228,8.94877461517246,9.16319952079298,9.84632890240509,9.92612636714483,9.92612636714483,nat,0.0416724483036301,0.0751490592956543,0.826120138168335,0.545490980148315
1,8.90693533905917,9.04345899967011,9.08783369748339,0.184237606061979,0.18022135616426,0.0277777777777778,8.93971205409023,0,0,0,2014-05-31,35,2014-07-05,8.91998948369431,8.92168973152285,8.92556394888528,8.93412198926606,8.9396909057704,9.15541549131187,9.91151069855884,9.92327739431249,9.92490427784955,nat,0.042003880922226,0.0766079425811768,0.826120138168335,0.545490980148315
1,9.04345899967011,9.08783369748339,9.16722408090255,0.18022135616426,0.181528386366844,0.0232558139534884,9.07966204833407,0,0,0,2014-05-24,42,2014-07-05,9.0560868125109,9.05739049598989,9.0580771464117,9.0636661740818,9.06839764340707,9.25581779006029,9.93754280110161,9.94492314838035,9.94710783026937,nat,0.0383811552032131,0.0766079425811768,0.826120138168335,0.545490980148315
1,9.04345899967011,9.08783369748339,9.16722408090255,0.18022135616426,0.181528386366844,0.0232558139534884,9.07966204833407,0,0,0,2014-05-24,42,2014-07-05,9.04222326493637,9.04823077361793,9.05580474148353,9.05853664887007,9.06689638109727,9.25690217975776,9.94634009982945,9.98058652581878,9.94587796259084,nat,0.0394162651014409,0.0756769180297852,0.826120138168335,0.545490980148315
1,9.08783369748339,9.16722408090255,9.16115012778541,0.181528386366844,0.168095497639277,0.02,9.10620133223504,0,0,0,2014-05-17,49,2014-07-05,9.08662187412215,9.09199715247737,9.09749324110342,9.09918694136386,9.1063738724478,9.29223863188643,9.98436032836704,9.99102836101954,9.95324868025511,nat,0.0373728777196156,0.0756769180297852,0.826120138168335,0.545490980148315
1,9.08783369748339,9.16722408090255,9.16115012778541,0.181528386366844,0.168095497639277,0.02,9.10620133223504,0,0,0,2014-05-17,49,2014-07-05,9.08539916787198,9.09177725097222,9.09364322092107,9.09800747834103,9.10420033823468,9.29545739842191,10.3997826004265,9.9956602172258,9.95308374710429,nat,0.0471668522043576,0.0765280723571777,0.826120138168335,0.545490980148315
1,9.08783369748339,9.16722408090255,9.16115012778541,0.181528386366844,0.168095497639277,0.02,9.10620133223504,0,0,0,2014-05-17,49,2014-07-05,9.08803711701163,9.09098831938988,9.09162097826819,9.09750603112227,9.10352331497759,9.29615234136738,10.4056587157556,9.99548581920588,9.95280028581127,nat,0.0474809842493643,0.0802488327026367,0.826120138168335,0.545490980148315
1,9.16722408090255,9.16115012778541,9.27105910701089,0.168095497639277,0.15623893689212,0.0175438596491228,9.18379103674265,0,0,0,2014-05-10,56,2014-07-05,9.16230946837996,9.17045781596111,9.17246575222492,9.174669650423,9.17867400799913,9.36134093394306,10.4833341905787,10.0154026862218,9.96623236772826,nat,0.0465502288526992,0.0765280723571777,0.826120138168335,0.545490980148315
1,9.16722408090255,9.16115012778541,9.27105910701089,0.168095497639277,0.15623893689212,0.0175438596491228,9.18379103674265,0,0,0,2014-05-10,56,2014-07-05,9.16709257492722,9.1690912829181,9.17030888038275,9.17491694249201,9.17916425002282,9.36258697594852,10.4891709123335,10.0152707137382,9.96604967311649,nat,0.0467247025936688,0.0802488327026367,0.826120138168335,0.545490980148315
1,9.16722408090255,9.16115012778541,9.27105910701089,0.168095497639277,0.15623893689212,0.0175438596491228,9.18379103674265,0,0,0,2014-05-10,56,2014-07-05,9.16998839028648,9.16808685601313,9.17070687844786,9.174369026833,9.17556641883779,9.36338802444018,10.4912452397878,10.0153259140873,9.96588600627187,nat,0.0472357437999827,0.124462842941284,0.826120138168335,0.545490980148315
1,9.16115012778541,9.27105910701089,9.35461386113261,0.15623893689212,0.170822824389964,0.015625,9.17895289873455,0,0,0,2014-05-03,63,2014-07-05,9.16052073066315,9.16235860798067,9.16407426895649,9.1675942464084,9.17136477258684,9.36646099832415,10.5272821689111,10.0338017349772,9.98260297424217,nat,0.0488529870353233,0.0802488327026367,0.826120138168335,0.545490980148315
1,9.16115012778541,9.27105910701089,9.35461386113261,0.15623893689212,0.170822824389964,0.015625,9.17895289873455,0,0,0,2014-05-03,63,2014-07-05,9.16425711853392,9.162102961277,9.16401190303489,9.16693276156697,9.16874164532783,9.36716497412873,10.5282908668786,10.0338316464913,9.98246178084567,nat,0.0492370755514774,0.124462842941284,0.826120138168335,0.545490980148315
1,9.16115012778541,9.27105910701089,9.35461386113261,0.15623893689212,0.170822824389964,0.015625,9.17895289873455,0,0,0,2014-05-03,63,2014-07-05,9.15800317933387,9.15745408533565,9.16482834065879,9.16562330844857,9.16978552471745,9.35123944688427,10.0597059724405,10.0597720537222,10.0337592741575,nat,0.0381757766563424,0.0730609893798828,0.826120138168335,0.545490980148315
1,9.27105910701089,9.35461386113261,9.55243960446253,0.170822824389964,0.17244084964579,0.0140845070422535,9.28896669243137,0,0,0,2014-04-26,70,2014-07-05,9.27363644322433,9.27153351287069,9.27329546308016,9.27547550008947,9.27693314180113,9.44422593516455,10.5625821974855,10.0660140962936,10.0144209310913,nat,0.0454228704419254,0.124462842941284,0.826120138168335,0.545490980148315
1,9.27105910701089,9.35461386113261,9.55243960446253,0.170822824389964,0.17244084964579,0.0140845070422535,9.28896669243137,0,0,0,2014-04-26,70,2014-07-05,9.26848380221863,9.26782645412717,9.27372303054432,9.27449048628348,9.27759564607915,9.43054403551415,10.0920205689643,10.0921383466459,10.0659348207442,nat,0.0344691048497777,0.0730609893798828,0.826120138168335,0.545490980148315
1,9.27105910701089,9.35461386113261,9.55243960446253,0.170822824389964,0.17244084964579,0.0140845070422535,9.28896669243137,0,0,0,2014-04-26,70,2014-07-05,9.26830243617113,9.26817181809244,9.27398685870997,9.2757317789305,9.2824600620989,9.34975708406706,9.96763616621659,10.0757840708818,10.0574548313873,nat,0.0264903116606515,0.07122802734375,0.826120138168335,0.545490980148315
0,8.24249315318763,8.44397712908498,8.61450137388324,0.160988436342377,0.1257076569887,1.0,8.57224939716431,0,0,0,2014-07-12,0,2014-07-12,8.47429398195604,8.47522882270095,8.47127493928384,8.52199580751478,8.5976806083896,8.79245223211953,9.79587375721272,9.81793288991061,9.81482099535222,nat,0.0577249923046502,0.0659160614013672,0.810931921005249,0.55117392539978
0,8.44397712908498,8.61450137388324,8.70979505761775,0.1257076569887,0.285375266353867,0.125,8.58783803098557,0,0,0,2014-07-05,7,2014-07-12,8.50624827877496,8.50505651618594,8.53293119314262,8.56272364950076,8.65376599112627,8.82593890345476,9.82840561511296,9.85682468105487,9.85261669785304,nat,0.0612384720151975,0.0738110542297363,0.810931921005249,0.55117392539978
0,8.61450137388324,8.70979505761775,8.76655014954635,0.285375266353867,0.274469658945186,0.0666666666666667,8.70350676947973,0,0,0,2014-06-28,14,2014-07-12,8.65842156188611,8.65815285089967,8.67000068413928,8.6827136334195,8.70361144430747,8.86133105129279,9.85139222205638,9.87279169933402,9.87279169933402,nat,0.0456345596131644,0.110741138458252,0.810931921005249,0.55117392539978
0,8.76655014954635,8.85651849701986,8.91004576147356,0.171440796607436,0.166035773376816,0.0344827586206897,8.8167050156216,0,0,0,2014-06-14,28,2014-07-12,8.76714569027079,8.76704684098781,8.80080350633297,8.81025181280611,8.82551013391484,9.06492583430589,9.89754798485304,9.88150660512985,9.8846594754028,nat,0.0481738098507656,0.0753848552703857,0.810931921005249,0.55117392539978
0,8.76655014954635,8.85651849701986,8.91004576147356,0.171440796607436,0.166035773376816,0.0344827586206897,8.8167050156216,0,0,0,2014-06-14,28,2014-07-12,8.77108548348443,8.77155039107334,8.79436711154303,8.80515631450485,8.82093819499092,9.07429176358198,9.89635240748602,9.88262957641099,9.88262957641098,nat,0.0485536449135438,0.0753929615020752,0.810931921005249,0.55117392539978
