"reference_date","lag","report_date","W1_issue","log_value_7dav","log_value_7dav_lag7","log_value_7dav_lag14","log_delta_value_7dav_lag7","log_delta_value_7dav_lag14","sqrty0","sqrty1","sqrty2","log_value_target_7dav","predicted_tau0.01","predicted_tau0.025","predicted_tau0.1","predicted_tau0.25","predicted_tau0.5","predicted_tau0.75","predicted_tau0.9","predicted_tau0.975","predicted_tau0.99","wis","gamma","lambda","test_date","time_for_preprocessing","time_for_running"
1991-12-30,0,1991-12-30,1,2.30258509299405,3.66356164612965,4.17438726989564,1.3609765531356,2.56494935746154,0,0,1,4.34380542185368,3.96847664598401,3.96847664598401,4.15786282660917,4.14015909284753,4.3389044379435,4.52362146593301,4.56107406434201,5.02262473634727,5.14431163408653,0.0392776135866342,0.1,0.1,1991-12-30,0.405596017837524,0.636898994445801
1991-12-23,7,1991-12-30,1,3.66356164612965,4.17438726989564,4.96284463025991,2.56494935746154,2.76562005292369,0,0,1,4.34380542185368,3.83131493547479,3.88959814935231,4.19326469532472,4.21495201691825,4.39399226652408,4.40547161235352,4.29719212183466,4.39637343379511,4.39637343379511,0.032899851324068,0.1,0.1,1991-12-30,0.405596017837524,0.636898994445801
1991-12-16,14,1991-12-30,1,4.17438726989564,4.96284463025991,5.34233425196481,2.76562005292369,1.97503842197834,0,0,1,4.47733681447821,4.23833254297056,4.23833254297056,4.30964780536096,4.41089869565697,4.54172546426154,4.49313195338589,4.52406331060427,4.54456935015921,4.56723480060883,0.0189198072454063,0.1,0.1,1991-12-30,0.405596017837524,0.636898994445801
1991-12-09,21,1991-12-30,1,4.96284463025991,5.34233425196481,5.18178355029209,1.97503842197834,4.08317126162398,0,0,0,5.05624580534831,4.96284463025991,4.95486558023967,4.99581414159389,5.06470096090905,5.08644782872,5.06444831763348,5.01409672675907,4.95415082960937,4.95098475598656,0.0610422002501437,0.1,0.1,1991-12-30,0.405596017837524,0.636898994445801
1991-12-02,28,1991-12-30,1,5.34233425196481,5.18178355029209,5.10594547390058,4.08317126162398,2.70805020110221,0,0,0,5.37063802812766,5.34233425196481,5.34233425196481,5.34233425196481,5.38737516449227,5.39639119329975,5.42073654158296,5.36040757647412,5.44660133610474,5.44660133610474,0.011920265616156,0.1,0.1,1991-12-30,0.405596017837524,0.636898994445801
1991-11-25,35,1991-12-30,1,5.18178355029209,5.10594547390058,5.18178355029209,2.70805020110221,2.00372971994414,0,0,0,5.20948615284142,5.18178355029209,5.18178355029209,5.18178355029209,5.18810725405194,5.19379462639385,5.18125379565698,5.17728248898277,5.19677637777456,5.18713684595268,0.0225790553636604,0.1,0.1,1991-12-30,0.405596017837524,0.636898994445801
1991-11-18,42,1991-12-30,1,5.10594547390058,5.18178355029209,5.19295685089021,2.00372971994414,2.24851787172377,0,0,0,5.10594547390058,5.10594547390058,5.10594547390058,5.10594547390058,5.10594547390058,5.11833352213602,5.10656147222617,5.11478839540143,5.12851206261928,5.13003927155823,0.00178609300972117,0.1,0.1,1991-12-30,0.405596017837524,0.636898994445801
1991-11-11,49,1991-12-30,1,5.18178355029209,5.19295685089021,5.04342511691925,2.24851787172377,2.09898613775281,0,0,0,5.18178355029209,5.18178355029209,5.18178355029208,5.18178355029209,5.18178355029209,5.18178355029209,5.19247349149436,5.18134994584062,5.1957471131057,5.1927599842876,0.0007825739371526,0.1,0.1,1991-12-30,0.405596017837524,0.636898994445801
1991-11-04,56,1991-12-30,1,5.19295685089021,5.04342511691925,5.19295685089021,2.09898613775281,2.19722457733622,0,0,0,5.21493575760899,5.19295685089021,5.19295685089021,5.19295685089021,5.19295685089021,5.19295685089021,5.19922646390381,5.22418658233877,5.19587260934946,5.19273395380189,0.0161610534488989,0.1,0.1,1991-12-30,0.405596017837524,0.636898994445801
1991-10-28,63,1991-12-30,1,5.04342511691925,5.19295685089021,5.21493575760899,2.19722457733622,2.73002910782099,0,0,0,5.04342511691925,5.04342511691925,5.04342511691924,5.04342511691925,5.04342511691925,5.04342511691925,5.04342511691925,5.04688017492748,5.04394434028237,5.0474982674495,8.8715086712941e-05,0.1,0.1,1991-12-30,0.405596017837524,0.636898994445801
1992-01-06,0,1992-01-06,0,1.6094379124341,3.85014760171006,4.12713438504509,1.54756250871601,1.82454929205105,0,1,0,4.55387689160054,3.7869563637461,3.7869563637461,3.99195747763632,4.12255324789416,4.21400620205433,4.37530894816006,4.54510266776189,5.24962054997967,4.83490362319414,0.116183785195908,0.1,0.1,1992-01-06,0.286134004592896,0.603517055511475
1991-12-30,7,1992-01-06,0,3.85014760171006,4.12713438504509,4.38202663467388,1.82454929205105,2.77258872223978,0,0,1,4.34380542185368,4.24800756148147,4.26478792710755,4.33644884001859,4.37677008529613,4.4163902183977,4.49764305788259,4.574609166672,4.68350918324911,4.68350918324911,0.0306920855883609,0.1,0.1,1992-01-06,0.286134004592896,0.603517055511475
1991-12-23,14,1992-01-06,0,4.12713438504509,4.38202663467388,5.02388052084628,2.77258872223978,2.82665594351006,0,0,1,4.34380542185368,4.21393198699824,4.21393198699824,4.27939163726473,4.3729029823417,4.41750089007132,4.39285865672432,4.43411793799192,4.44054655622331,4.46240278495747,0.0210126478834288,0.1,0.1,1992-01-06,0.286134004592896,0.603517055511475
1991-12-16,21,1992-01-06,0,4.38202663467388,5.02388052084628,5.34233425196481,2.82665594351006,1.97503842197834,0,0,1,4.47733681447821,4.38202663467388,4.41177191946922,4.45479421775028,4.49206329863153,4.51706022044088,4.51852192560641,4.54051501416458,4.59235040097828,4.56237787506142,0.0124650884358694,0.1,0.1,1992-01-06,0.286134004592896,0.603517055511475
1991-12-09,28,1992-01-06,0,5.02388052084628,5.34233425196481,5.19295685089021,1.97503842197834,4.0943445622221,0,0,0,5.05624580534831,5.02388052084628,5.02388052084627,5.02388052084628,5.02801919208349,5.06118375547218,5.05438443953898,5.07163592404153,5.07228382155287,5.07228382155286,0.00386473523986503,0.1,0.1,1992-01-06,0.286134004592896,0.603517055511475
1991-12-02,35,1992-01-06,0,5.34233425196481,5.19295685089021,5.10594547390058,4.0943445622221,2.70805020110221,0,0,0,5.37063802812766,5.34233425196481,5.34233425196481,5.34233425196481,5.35099820049308,5.37771409771308,5.36852076410065,5.3801315540381,5.42899778791495,5.4049245636622,0.0036907025432599,0.1,0.1,1992-01-06,0.286134004592896,0.603517055511475
1991-11-25,42,1992-01-06,0,5.19295685089021,5.10594547390058,5.18178355029209,2.70805020110221,2.00372971994414,0,0,0,5.20948615284142,5.19295685089021,5.19295685089021,5.19295685089021,5.19295685089021,5.20263403953818,5.22164847294168,5.20310563737339,5.20530008341661,5.20017857423962,0.00708195607868788,0.1,0.1,1992-01-06,0.286134004592896,0.603517055511475
1991-11-18,49,1992-01-06,0,5.10594547390058,5.18178355029209,5.19295685089021,2.00372971994414,2.24851787172377,0,0,0,5.10594547390058,5.10594547390058,5.10594547390058,5.10594547390058,5.10594547390058,5.10594547390058,5.11286367500341,5.10183190169036,5.1112270571879,5.10656657531906,0.00123778130250524,0.1,0.1,1992-01-06,0.286134004592896,0.603517055511475
1991-11-11,56,1992-01-06,0,5.18178355029209,5.19295685089021,5.04342511691925,2.24851787172377,2.09898613775281,0,0,0,5.18178355029209,5.18178355029208,5.18178355029209,5.18178355029208,5.18178355029209,5.18178355029209,5.18178355029208,5.18472094240458,5.17373514734029,5.17911540915923,0.0023960870690638,0.1,0.1,1992-01-06,0.286134004592896,0.603517055511475
1991-11-04,63,1992-01-06,0,5.19295685089021,5.04342511691925,5.19295685089021,2.09898613775281,2.19722457733622,0,0,0,5.21493575760899,5.19295685089021,5.19295685089021,5.19295685089021,5.19295685089021,5.19295685089021,5.19295685089021,5.19859726976317,5.19274606734399,5.18903208053491,0.0217599421906981,0.1,0.1,1992-01-06,0.286134004592896,0.603517055511475
1992-01-13,0,1992-01-13,0,1.38629436111989,3.76120011569356,4.15888308335967,2.15176220325946,1.85629799036563,0,1,0,4.65396035015752,3.85597887958814,3.85597887958814,3.84524706581307,4.07499802010028,4.15003908216158,4.33154126282832,4.49221311951247,4.89529519848529,4.80368605355537,0.200093188385839,0.1,0.1,1992-01-13,0.293164014816284,0.608014822006226
1992-01-06,7,1992-01-13,0,3.76120011569356,4.15888308335967,4.21950770517611,1.85629799036563,1.91692261218206,0,0,1,4.55387689160054,4.08853718927188,4.08469096908808,4.21025324778897,4.24974877285274,4.30750168783143,4.40075912410383,4.55340035136921,4.64842480361458,4.59941693138561,0.0817891891261549,0.1,0.1,1992-01-13,0.293164014816284,0.608014822006226
1991-12-30,14,1992-01-13,0,4.15888308335967,4.21950770517611,4.43081679884331,1.91692261218206,2.82137888640921,0,0,1,4.34380542185368,4.24108499783548,4.24108499783548,4.25922301877905,4.32129927656266,4.34350106671563,4.38911320221559,4.41221969213317,4.51275144026721,4.49582543062688,0.00927653149030615,0.1,0.1,1992-01-13,0.293164014816284,0.608014822006226
1991-12-23,21,1992-01-13,0,4.21950770517611,4.43081679884331,5.03695260241363,2.82137888640921,2.83972802507741,0,0,1,4.34380542185368,4.21950770517611,4.24068964878329,4.28486930692079,4.3494029562235,4.36497373622245,4.34646166403313,4.39855803759168,4.40307617457841,4.40307617457841,0.00726901986946628,0.1,0.1,1992-01-13,0.293164014816284,0.608014822006226
1991-12-16,28,1992-01-13,0,4.43081679884331,5.03695260241363,5.35658627467201,2.83972802507741,1.98929044468554,0,0,1,4.47733681447821,4.43081679884331,4.43081679884331,4.43081679884331,4.45951101911145,4.48091852646059,4.50154594137491,4.53647384649541,4.64719608552853,4.66494016109698,0.00680355713598546,0.1,0.1,1992-01-13,0.293164014816284,0.608014822006226
1991-12-09,35,1992-01-13,0,5.03695260241363,5.35658627467201,5.2040066870768,1.98929044468554,4.10539439840869,0,0,0,5.05624580534831,5.03695260241363,5.03695260241363,5.03695260241363,5.04778666560802,5.0778857612019,5.07070016577647,5.06920703324503,5.12990201600639,5.12990201600639,0.00511711678395393,0.1,0.1,1992-01-13,0.293164014816284,0.608014822006226
1991-12-02,42,1992-01-13,0,5.35658627467201,5.2040066870768,5.10594547390058,4.10539439840869,2.70805020110221,0,0,0,5.37063802812766,5.35658627467201,5.35658627467201,5.35658627467201,5.35658627467201,5.36316744202438,5.38869762271297,5.36405222834288,5.37206704732782,5.34625949032299,0.00972395877585159,0.1,0.1,1992-01-13,0.293164014816284,0.608014822006226
1991-11-25,49,1992-01-13,0,5.2040066870768,5.10594547390058,5.18178355029209,2.70805020110221,2.00372971994414,0,0,0,5.20948615284142,5.2040066870768,5.2040066870768,5.20400668707679,5.20400668707679,5.2040066870768,5.2130007454776,5.23016310033745,5.28764407818537,5.28526898468286,0.00233498812496794,0.1,0.1,1992-01-13,0.293164014816284,0.608014822006226
1991-11-18,56,1992-01-13,0,5.10594547390058,5.18178355029209,5.21493575760899,2.00372971994414,2.27049677844255,0,0,0,5.10594547390058,5.10594547390058,5.10594547390058,5.10594547390058,5.10594547390058,5.10594547390058,5.10594547390058,5.10875424020298,5.12761315788492,5.12055609463219,0.000215261097148516,0.1,0.1,1992-01-13,0.293164014816284,0.608014822006226
1991-11-11,63,1992-01-13,0,5.18178355029209,5.21493575760899,5.06259503302697,2.27049677844255,2.11815605386053,0,0,0,5.18178355029209,5.18178355029209,5.18178355029209,5.18178355029209,5.18178355029208,5.18178355029208,5.18178355029208,5.19071639661469,5.19427541692606,5.19805677801838,0.000304069683417011,0.1,0.1,1992-01-13,0.293164014816284,0.608014822006226
1992-01-20,0,1992-01-20,0,2.39789527279837,4.15888308335967,4.4188406077966,2.77258872223978,2.8094026953625,0,0,1,4.75359019110636,4.39933760120432,4.39933760120432,4.38094153457563,4.55328336169262,4.66743151299063,4.89659839980944,5.07594480024728,4.87728384414269,5.00007337772957,0.0480809864428783,0.1,0.1,1992-01-20,0.292079925537109,0.593667030334473
1992-01-13,7,1992-01-20,0,4.15888308335967,4.4188406077966,4.21950770517611,2.8094026953625,1.91692261218206,0,0,0,4.65396035015752,4.49274685544539,4.47219866269506,4.55653849710191,4.57089563467605,4.66009476631599,4.7240145158871,4.82265636407221,4.77874148722368,4.80783569081347,0.0175051497879825,0.1,0.1,1992-01-20,0.292079925537109,0.593667030334473
1992-01-06,14,1992-01-20,0,4.4188406077966,4.21950770517611,4.27666611901606,1.91692261218206,1.97408102602201,0,0,1,4.55387689160054,4.47929431565483,4.47929431565483,4.51557215011849,4.52883414352648,4.51746024145555,4.56799188799945,4.63246334196939,4.72843546677761,4.72752631252533,0.0107550509161339,0.1,0.1,1992-01-20,0.292079925537109,0.593667030334473
1991-12-30,21,1992-01-20,0,4.21950770517611,4.27666611901606,4.47733681447821,1.97408102602201,2.86789890204411,0,0,1,4.34380542185368,4.21950770517611,4.22898648610826,4.25642798825543,4.2956505923681,4.32129652086583,4.34088861822693,4.35321785250666,4.40041435583928,4.40041435583928,0.00916766894676062,0.1,0.1,1992-01-20,0.292079925537109,0.593667030334473
1991-12-23,28,1992-01-20,0,4.27666611901606,4.47733681447821,5.04342511691925,2.86789890204411,2.84620053958303,0,0,1,4.34380542185368,4.27666611901606,4.27666611901606,4.27666611901606,4.3147932671288,4.34559805680816,4.34845317640748,4.38534568847176,4.45095566654647,4.45095566654647,0.00583986353467643,0.1,0.1,1992-01-20,0.292079925537109,0.593667030334473
1991-12-16,35,1992-01-20,0,4.47733681447821,5.04342511691925,5.37063802812766,2.84620053958303,2.00334219814119,0,0,1,4.47733681447821,4.47733681447821,4.47733681447821,4.47733681447821,4.47733681447821,4.51930789208024,4.52859113028511,4.56131339590639,4.70343209011625,4.70343209011626,0.0111355801206428,0.1,0.1,1992-01-20,0.292079925537109,0.593667030334473
1991-12-09,42,1992-01-20,0,5.04342511691925,5.37063802812766,5.2040066870768,2.00334219814119,4.10539439840869,0,0,0,5.05624580534831,5.04342511691925,5.04342511691925,5.04342511691925,5.04342511691925,5.0479308117012,5.03397210738667,5.02164410160485,5.02521483717021,5.05092330742582,0.020547719027998,0.1,0.1,1992-01-20,0.292079925537109,0.593667030334473
1991-12-02,49,1992-01-20,0,5.37063802812766,5.2040066870768,5.10594547390058,4.10539439840869,2.70805020110221,0,0,0,5.37063802812766,5.37063802812766,5.37063802812766,5.37063802812766,5.37063802812766,5.37063802812766,5.37506063745324,5.40519887255746,5.52970962617179,5.52149849385163,0.00223269586282617,0.1,0.1,1992-01-20,0.292079925537109,0.593667030334473
1991-11-25,56,1992-01-20,0,5.2040066870768,5.10594547390058,5.18178355029209,2.70805020110221,2.00372971994414,0,0,0,5.20948615284142,5.2040066870768,5.20400668707679,5.2040066870768,5.2040066870768,5.2040066870768,5.2040066870768,5.20464367827219,5.21903185947691,5.20939377032821,0.00303272333143148,0.1,0.1,1992-01-20,0.292079925537109,0.593667030334473
1991-11-18,63,1992-01-20,0,5.10594547390058,5.18178355029209,5.21493575760899,2.00372971994414,2.27049677844255,0,0,0,5.10594547390058,5.10594547390058,5.10594547390058,5.10594547390058,5.10594547390058,5.10594547390058,5.10594547390058,5.11573614891672,5.12602651252697,5.13481054625279,0.000393276486844331,0.1,0.1,1992-01-20,0.292079925537109,0.593667030334473
1992-01-27,0,1992-01-27,1,1.94591014905531,4.04305126783455,4.45434729625351,1.64515599503618,3.06805293513362,0,0,1,4.30406509320417,4.29874629678858,4.29874629678858,4.37675867488876,4.28633872268522,4.45850707242711,4.70310076388406,4.80627247739484,4.91782131038985,4.95618938482559,0.0709128373481733,0.1,0.1,1992-01-27,0.308213949203491,0.599969863891602
1992-01-20,7,1992-01-27,1,4.04305126783455,4.45434729625351,4.44265125649032,3.06805293513362,2.83321334405622,0,0,1,4.75359019110636,4.29590788582673,4.25750138818621,4.41029451351438,4.45930992691225,4.59393184469246,4.5960728594477,4.60518129890808,4.57434689675926,4.57434689675926,0.179694872278889,0.1,0.1,1992-01-27,0.308213949203491,0.599969863891602
1992-01-13,14,1992-01-27,1,4.45434729625351,4.44265125649032,4.23410650459726,2.83321334405622,1.93152141160321,0,0,1,4.65396035015752,4.51511413704479,4.51511413704478,4.54834841247244,4.56898787061998,4.63482825068143,4.63661235354147,4.70111772243505,4.73244169519612,4.75004488909841,0.0148621321233454,0.1,0.1,1992-01-27,0.308213949203491,0.599969863891602
1992-01-06,21,1992-01-27,1,4.44265125649032,4.23410650459726,4.29045944114839,1.93152141160321,1.98787434815435,0,0,1,4.55387689160054,4.44265125649032,4.45731725064289,4.48438175908027,4.50933270137846,4.51284083954615,4.54174789608562,4.53826581489107,4.62802909027687,4.62802909027687,0.0150826392973719,0.1,0.1,1992-01-27,0.308213949203491,0.599969863891602
1991-12-30,28,1992-01-27,1,4.23410650459726,4.29045944114839,4.47733681447821,1.98787434815435,2.86789890204411,0,0,1,4.34380542185368,4.23410650459726,4.23410650459726,4.23410650459726,4.2594732955549,4.29357497826033,4.32812943160418,4.34704236901989,4.37628415525669,4.3762841552567,0.0164944556164093,0.1,0.1,1992-01-27,0.308213949203491,0.599969863891602
1991-12-23,35,1992-01-27,1,4.29045944114839,4.47733681447821,5.04342511691925,2.86789890204411,2.84620053958303,0,0,1,4.34380542185368,4.29045944114839,4.29045944114839,4.29045944114839,4.29365353583782,4.33865450011095,4.34038498527482,4.35064318372338,4.40569586535461,4.40569586535461,0.00616231309204478,0.1,0.1,1992-01-27,0.308213949203491,0.599969863891602
1991-12-16,42,1992-01-27,1,4.47733681447821,5.04342511691925,5.37063802812766,2.84620053958303,2.00334219814119,0,0,1,4.47733681447821,4.47733681447821,4.47733681447821,4.47733681447821,4.47733681447821,4.4865408950941,4.50938541759924,4.554347594893,4.61886812622267,4.60420610863947,0.00558272108109108,0.1,0.1,1992-01-27,0.308213949203491,0.599969863891602
1991-12-09,49,1992-01-27,1,5.04342511691925,5.37063802812766,5.2040066870768,2.00334219814119,4.10539439840869,0,0,0,5.05624580534831,5.04342511691925,5.04342511691924,5.04342511691925,5.04342511691925,5.04342511691924,5.05987169851826,5.05031663214283,5.02406726392288,5.0199195405953,0.0188724707627572,0.1,0.1,1992-01-27,0.308213949203491,0.599969863891602
1991-12-02,56,1992-01-27,1,5.37063802812766,5.2040066870768,5.10594547390058,4.10539439840869,2.70805020110221,0,0,0,5.37063802812766,5.37063802812766,5.37063802812764,5.37063802812766,5.37063802812766,5.37063802812766,5.37807300661518,5.40272115405918,5.36696958843472,5.37429995573162,0.00192897893148659,0.1,0.1,1992-01-27,0.308213949203491,0.599969863891602
1991-11-25,63,1992-01-27,1,5.2040066870768,5.10594547390058,5.18178355029209,2.70805020110221,2.00372971994414,0,0,0,5.20948615284142,5.2040066870768,5.20400668707679,5.2040066870768,5.2040066870768,5.2040066870768,5.2040066870768,5.20919338417312,5.21342222129554,5.20540252512413,0.00296969143957841,0.1,0.1,1992-01-27,0.308213949203491,0.599969863891602
1992-02-03,0,1992-02-03,0,1.09861228866811,3.87120101090789,4.65396035015752,1.92529086185258,2.25606507735915,0,1,0,4.12713438504509,4.20500705138187,4.20500705138187,4.10710001872955,4.19675686719356,4.32396582103367,4.41669413339275,4.64983255886598,4.93103657150956,4.91975187429219,0.101853175469342,0.1,0.1,1992-02-03,0.312153100967407,0.605681896209717
1992-01-27,7,1992-02-03,0,3.87120101090789,4.65396035015752,4.62497281328427,2.25606507735915,3.23867845216438,0,0,1,4.30406509320417,4.30985459116277,4.3010569826658,4.40976350423814,4.47805010573576,4.58382312751342,4.60886758181633,4.72642555390124,4.71287573184194,4.71287573184195,0.112010709511429,0.1,0.1,1992-02-03,0.312153100967407,0.605681896209717
1992-01-20,14,1992-02-03,0,4.65396035015752,4.62497281328427,4.52178857704904,3.23867845216438,2.91235066461494,0,0,0,4.75359019110636,4.75077917024068,4.74561516676347,4.78032322310299,4.79573602702271,4.81850349662635,4.81681158737884,4.84212869046413,4.84950354234606,4.8748282646454,0.0259161461848282,0.1,0.1,1992-02-03,0.312153100967407,0.605681896209717
1992-01-13,21,1992-02-03,0,4.62497281328427,4.52178857704904,4.29045944114839,2.91235066461494,1.98787434815435,0,0,0,4.65396035015752,4.62497281328427,4.63376461051836,4.65244518967349,4.65963245590576,4.67557429620046,4.70235875811229,4.76100322179037,4.77032807142533,4.77032807142533,0.00952979925269069,0.1,0.1,1992-02-03,0.312153100967407,0.605681896209717
1992-01-06,28,1992-02-03,0,4.52178857704904,4.29045944114839,4.29045944114839,1.98787434815435,1.98787434815435,0,0,1,4.55387689160054,4.52178857704904,4.52178857704904,4.52178857704904,4.5363826382228,4.5529156639896,4.55954711233954,4.59202136914325,4.5948928259571,4.59236214618905,0.00351741187959464,0.1,0.1,1992-02-03,0.312153100967407,0.605681896209717
1991-12-30,35,1992-02-03,0,4.29045944114839,4.29045944114839,4.47733681447821,1.98787434815435,2.86789890204411,0,0,1,4.34380542185368,4.29045944114839,4.29045944114839,4.29045944114839,4.29479452470362,4.32810290832626,4.34244405945118,4.35329479681407,4.39936393709062,4.41429137594159,0.00697099337025821,0.1,0.1,1992-02-03,0.312153100967407,0.605681896209717
1991-12-23,42,1992-02-03,0,4.29045944114839,4.47733681447821,5.04985600724954,2.86789890204411,2.85263142991332,0,0,1,4.34380542185368,4.29045944114839,4.29045944114839,4.29045944114839,4.29045944114839,4.29857122700453,4.34839151902884,4.36316770616594,4.41336690229538,4.39940675983116,0.0107851340248766,0.1,0.1,1992-02-03,0.312153100967407,0.605681896209717
1991-12-16,49,1992-02-03,0,4.47733681447821,5.04985600724954,5.37063802812766,2.85263142991332,2.00334219814119,0,0,1,4.47733681447821,4.47733681447821,4.47733681447821,4.47733681447821,4.47733681447821,4.47733681447821,4.48326162510968,4.50327125290767,4.68905670037454,4.68502613208959,0.0025432304054087,0.1,0.1,1992-02-03,0.312153100967407,0.605681896209717
1991-12-09,56,1992-02-03,0,5.04985600724954,5.37063802812766,5.20948615284142,2.00334219814119,4.11087386417331,0,0,0,5.05624580534831,5.04985600724954,5.04985600724954,5.04985600724954,5.04985600724954,5.04985600724954,5.04985600724954,5.0707300729256,5.0717121166289,5.06826697205282,0.0027561369107287,0.1,0.1,1992-02-03,0.312153100967407,0.605681896209717
1991-12-02,63,1992-02-03,0,5.37063802812766,5.20948615284142,5.11198778835654,4.11087386417331,2.71409251555817,0,0,0,5.37063802812766,5.37063802812766,5.37063802812767,5.37063802812766,5.37063802812766,5.37063802812767,5.37063802812766,5.37811275730652,5.37871735487029,5.34868964395483,0.00503963475945865,0.1,0.1,1992-02-03,0.312153100967407,0.605681896209717
1992-02-10,0,1992-02-10,0,1.38629436111989,3.49650756146648,4.21950770517611,2.39789527279837,2.27359755612079,0,1,0,4.11087386417331,3.86638132797384,3.86638132797384,3.79483660653163,3.94796969975187,4.07486756696364,4.24630254978785,4.40812956971855,4.75354369766634,4.73691254316956,0.0410666730726211,0.1,0.1,1992-02-10,0.316220045089722,0.605748891830444
1992-02-03,7,1992-02-10,0,3.49650756146648,4.21950770517611,4.72738781871234,2.27359755612079,2.32949254591397,0,1,0,4.12713438504509,3.88015002004544,3.88843198191022,4.09989048524224,4.1533508651182,4.27579488333735,4.31875204925387,4.40071291711121,4.51178365268412,4.47087692618653,0.0429934065046236,0.1,0.1,1992-02-10,0.316220045089722,0.605748891830444
1992-01-27,14,1992-02-10,0,4.21950770517611,4.72738781871234,4.64439089914137,2.32949254591397,3.25809653802148,0,0,1,4.30406509320417,4.28686417424359,4.28686417424358,4.33615522272055,4.38146540975594,4.43535196171688,4.47279257878946,4.47411874146014,4.56174362740832,4.56174362740832,0.0491961789594691,0.1,0.1,1992-02-10,0.316220045089722,0.605748891830444
