Mon_issue,Weekends_issue,Mon_ref,Weekends_ref,W1_issue,log_value_7dav,log_value_7dav_lag1,log_value_7dav_lag7,log_delta_7dav_lag1,log_delta_7dav_lag7,log_value_target,day_diff,value_slope_diff,value_7dav_diff,reference_date,lag,report_date,predicted_tau0.01,predicted_tau0.025,predicted_tau0.1,predicted_tau0.25,predicted_tau0.5,predicted_tau0.75,predicted_tau0.9,predicted_tau0.975,predicted_tau0.99,geo_value,wis,elapsed_time,time_for_preprocessing,time_for_running
0,1,0,0,0,5.4380793089232,5.53733426701854,5.99467367804893,5.53733426701854,5.99467367804893,5.44427127917112,0,0,0,2021-05-27,10,2021-06-06,5.43668559519191,5.43668400638797,5.43697642585675,5.43768659750047,5.43845887395535,5.4403523197678,5.44695156657588,8.13403717935276,8.59928946825342,ma,0.023899772156597,0.104629993438721,5.78810000419617,1.26434898376465
0,1,0,0,0,5.53733426701854,5.63223532336415,6.05443934626937,5.63223532336415,6.05443934626937,5.54629289356343,0,0,0,2021-05-26,11,2021-06-06,5.53599281798732,5.53599941326994,5.53646048830489,5.5368119927234,5.53729049087304,5.53827577331374,5.54399781467687,8.14038082497078,8.57973271418115,ma,0.0247733361157072,0.104688882827759,5.78810000419617,1.26434898376465
0,1,0,0,0,5.63223532336415,5.73472727850562,6.11683775203104,5.73472727850562,6.11683775203104,5.63274670153945,0,0,0,2021-05-25,12,2021-06-06,5.63108571066575,5.63157824441276,5.63163451271912,5.63185807983146,5.63208915715952,5.63249634452729,5.63407050879213,8.20822388157066,8.54763247832981,ma,0.0210142007975488,0.105549097061157,5.78810000419617,1.26434898376465
0,1,1,0,0,5.73472727850562,5.84478588211942,6.15607058279788,5.84478588211942,6.15607058279788,5.73518885248105,0,0,0,2021-05-24,13,2021-06-06,5.73441903855989,5.73441146216832,5.73446259659137,5.73462555792523,5.73472727850562,5.73471729965772,5.73578588909317,14.1183246429143,14.1186955226959,ma,0.0653995997454121,0.105064153671265,5.78810000419617,1.26434898376465
1,0,0,1,0,4.76461296039712,4.8475559835247,5.23492104998924,4.8475559835247,5.23492104998924,4.87954988719999,0,0,0,2021-06-06,1,2021-06-07,4.84625741616541,4.84594438821467,4.84732406034735,4.84484007419,4.8602842208544,5.01570003587505,8.24606330650488,8.3274636165722,8.61623714660708,ma,0.114879894716259,0.106367111206055,5.78810000419617,1.26434898376465
1,0,0,1,0,4.8475559835247,4.90633241999656,5.28175234967334,4.90633241999656,5.28175234967334,4.90209512552105,0,0,0,2021-06-05,2,2021-06-07,4.88720993951371,4.88682132267185,4.89109729178433,4.89279141089624,4.89790514469758,4.94574155149165,8.24724552232263,8.32919541305557,8.60959715161325,ma,0.105384571776667,0.10673999786377,5.78810000419617,1.26434898376465
1,0,0,0,0,4.90633241999656,4.92206425991498,5.33753807970132,4.92206425991498,5.33753807970132,4.93755243735778,0,0,0,2021-06-04,3,2021-06-07,4.91600451549131,4.91600451549131,4.9180699465692,4.92676693936268,4.93156047276447,4.95323006837124,8.18146798520258,8.33932223700625,8.65887257129794,ma,0.101991820446238,0.106076002120972,5.78810000419617,1.26434898376465
1,0,0,0,0,4.92206425991498,4.94469897109185,5.43870023412166,4.94469897109185,5.43870023412166,4.93755243735778,0,0,0,2021-06-03,4,2021-06-07,4.92437190521653,4.92505731483461,4.92596871838536,4.93089830707428,4.93261627564773,4.94915344143221,8.09734412391151,8.24441700902463,8.53191725129909,ma,0.0984953001805993,0.107869863510132,5.78810000419617,1.26434898376465
1,0,0,0,0,4.94469897109185,5.00202691955966,5.53789653861052,5.00202691955966,5.53789653861052,4.95381295822956,0,0,0,2021-06-02,5,2021-06-07,4.94655547875606,4.94572392011558,4.9459917827453,4.94763258659996,4.94973380911688,4.96572537378076,7.55806842510055,8.19944392732874,8.5790898879996,ma,0.085653062191073,0.107266187667847,5.78810000419617,1.26434898376465
1,0,0,0,0,5.00202691955966,5.07338650465973,5.63274670153945,5.07338650465973,5.63274670153945,5.01158722182164,0,0,0,2021-06-01,6,2021-06-07,5.00250684836082,5.00171008849531,5.00268455921006,5.00318625659917,5.00399321128497,5.01537480613879,7.26850341395111,8.30383557952631,8.56263966219112,ma,0.0781289985647609,0.109636068344116,5.78810000419617,1.26434898376465
1,0,1,0,0,5.07338650465973,5.23492104998924,5.73518885248105,5.23492104998924,5.73518885248105,5.07784880568313,0,0,0,2021-05-31,7,2021-06-07,5.07242016447479,5.07250455735491,5.07333099003703,5.07395202337686,5.07466430689702,5.08139484435505,7.50799518955255,8.24152793761776,8.71944277458388,ma,0.0805811522659592,0.101408004760742,5.78810000419617,1.26434898376465
1,0,0,1,0,5.23492104998924,5.28175234967334,5.84519936155471,5.28175234967334,5.84519936155471,5.238719003662,0,0,0,2021-05-30,8,2021-06-07,5.23273903954679,5.2327390395468,5.23471966663508,5.23473122932929,5.2363297040314,5.23902966259265,7.56896193981529,8.21162510955981,8.69803746709138,ma,0.0766263603277631,0.104925870895386,5.78810000419617,1.26434898376465
1,0,0,1,0,5.28175234967334,5.33753807970132,5.88531006554898,5.33753807970132,5.88531006554898,5.28465300435398,0,0,0,2021-05-29,9,2021-06-07,5.28007538191552,5.28006425229546,5.28094076278108,5.28175234967334,5.28266921371297,5.28491606461244,5.296818779634,8.11915179365632,8.73227678321367,ma,0.024193295175017,0.108552932739258,5.78810000419617,1.26434898376465
1,0,0,0,0,5.33753807970132,5.43870023412166,5.93602734021676,5.43870023412166,5.93602734021676,5.33959639946747,0,0,0,2021-05-28,10,2021-06-07,5.3361575774479,5.33622792478348,5.33648667985577,5.33743198188363,5.33824586574883,5.33984219708117,5.34647132546923,8.15945734463355,8.70323929807818,ma,0.0236728528716904,0.10881519317627,5.78810000419617,1.26434898376465
1,0,0,0,0,5.43870023412166,5.53789653861052,5.99467367804893,5.53789653861052,5.99467367804893,5.44427127917112,0,0,0,2021-05-27,11,2021-06-07,5.43729942916251,5.43728738830352,5.43778860854548,5.43814024678086,5.43852912672231,5.44006708289058,5.44628666513818,8.090568297248,8.58359899230667,ma,0.0236004012325998,0.107115030288696,5.78810000419617,1.26434898376465
