Mon_issue,Weekends_issue,Mon_ref,Weekends_ref,W1_issue,log_value_7dav,log_value_7dav_lag1,log_value_7dav_lag7,log_delta_7dav_lag1,log_delta_7dav_lag7,log_value_target,day_diff,value_slope_diff,value_7dav_diff,reference_date,lag,report_date,predicted_tau0.01,predicted_tau0.025,predicted_tau0.1,predicted_tau0.25,predicted_tau0.5,predicted_tau0.75,predicted_tau0.9,predicted_tau0.975,predicted_tau0.99,geo_value,wis,elapsed_time,time_for_preprocessing,time_for_running
0,0,0,0,1,7.37103995797913,7.54402971917929,7.50328963067508,7.54402971917929,7.50328963067508,7.62126515406097,0,0,0,2021-03-31,1,2021-04-01,7.5409284292442,7.5409284292442,7.56879606193665,7.60552399966447,7.63741693296272,7.65385552282078,7.68348871307442,8.9115167847999,8.73123223629499,ma,0.0172879516251405,0.594430923461914,5.08635497093201,0.883907794952393
0,0,0,0,1,7.54402971917929,7.58731050602262,7.46924685754219,7.58731050602262,7.46924685754219,7.61740834201531,0,0,0,2021-03-30,2,2021-04-01,7.59173293907454,7.59173293907454,7.60814869899435,7.63065384385052,7.63808023196812,7.65686541585244,7.68005194321396,8.99255416724048,8.94382463956902,ma,0.0190813582095882,0.150321960449219,5.08635497093201,0.883907794952393
0,0,1,0,1,7.58731050602262,7.58310211205939,7.44366368311559,7.58310211205939,7.44366368311559,7.60396918091287,0,0,0,2021-03-29,3,2021-04-01,7.59647462341275,7.60304196793683,7.60750760817127,7.61404988791385,7.62140046950102,7.63918878789602,7.6601057207621,15.7659082302489,8.87232097634902,ma,0.0557132077544994,0.146852016448975,5.08635497093201,0.883907794952393
0,0,0,1,1,7.58310211205939,7.57821854245713,7.41293643122009,7.57821854245713,7.41293643122009,7.58832367733522,0,0,0,2021-03-28,4,2021-04-01,7.5823529121186,7.58516478978376,7.5887801949927,7.59087323603037,7.59702808806462,7.60562453965343,7.61610493227019,15.7214830128967,15.723272360522,ma,0.0663546069805998,0.155483961105347,5.08635497093201,0.883907794952393
0,0,0,1,1,7.57821854245713,7.56638495465937,7.39387829010776,7.56638495465937,7.39387829010776,7.58266574841611,0,0,0,2021-03-27,5,2021-04-01,7.57753878938158,7.57753878938158,7.58189345093588,7.58280321811941,7.58497310033974,7.58929953805192,7.59416318926247,15.7311309516917,15.9004330019261,ma,0.0647135434809109,0.153208017349243,5.08635497093201,0.883907794952393
0,0,0,0,1,7.56638495465937,7.53834293128665,7.37936476101297,7.53834293128665,7.37936476101297,7.57066414076718,0,0,0,2021-03-26,6,2021-04-01,7.56461279512953,7.56461279512953,7.56831451121612,7.56924837405561,7.57028766489191,7.57209875939466,7.57532341099263,15.9103193760637,15.9266744374945,ma,0.0653033344882338,0.146888017654419,5.08635497093201,0.883907794952393
0,0,0,0,1,7.53834293128665,7.50328963067508,7.35170823102793,7.50328963067508,7.35170823102793,7.54122827877057,0,0,0,2021-03-25,7,2021-04-01,7.53601664891365,7.53618750310958,7.53882339396272,7.53995074460389,7.54073981214276,7.5414922590443,7.54276336400118,15.8958279070676,15.934346924353,ma,0.0653328715069321,0.209733963012695,5.08635497093201,0.883907794952393
0,0,0,0,1,7.50328963067508,7.46924685754219,7.32213293304916,7.46924685754219,7.32213293304916,7.5050206878388,0,0,0,2021-03-24,8,2021-04-01,7.50093339202317,7.50093339202317,7.50337101720927,7.50385616570493,7.50485241347041,7.50521838125337,7.5054387542509,15.8590177919266,15.8986911667708,ma,0.0652358116712284,0.145365953445435,5.08635497093201,0.883907794952393
0,0,0,0,1,7.46924685754219,7.44366368311559,7.29087739293572,7.44366368311559,7.29087739293572,7.47120046011713,0,0,0,2021-03-23,9,2021-04-01,7.46695918771937,7.46695918771937,7.4688325844012,7.46961534101024,7.47015085149445,7.47053344754756,7.4711539396775,15.8239156125205,15.8610783716114,ma,0.0654589115425439,0.146233081817627,5.08635497093201,0.883907794952393
0,0,1,0,1,7.44366368311559,7.41293643122009,7.26852184082412,7.41293643122009,7.26852184082412,7.44583469265234,0,0,0,2021-03-22,10,2021-04-01,7.44130721043234,7.44213502721082,7.44323666047648,7.44370792633118,7.44406911423656,7.44471342310775,7.44533623952417,15.7792202999637,15.8437628668488,ma,0.0656478960805673,0.142031908035278,5.08635497093201,0.883907794952393
