"time_value","geo_value","estimate","lower","upper","onset_date","n.reported","issue_date","elapsed_time","value_target","target_date","wis"
2020-05-14,"ma",0,0,0,2020-05-14,1129,2021-04-01,50.4929999999995,0,2020-05-28,0
2020-05-15,"ma",0,0,0,2020-05-15,1079,2021-04-01,50.4929999999995,0,2020-05-29,0
2020-05-16,"ma",0,0,0,2020-05-16,1074,2021-04-01,50.4929999999995,0,2020-05-30,0
2020-05-17,"ma",0,0,0,2020-05-17,1071,2021-04-01,50.4929999999995,0,2020-05-31,0
2020-05-18,"ma",0,0,0,2020-05-18,1071,2021-04-01,50.4929999999995,0,2020-06-01,0
2020-05-19,"ma",0,0,0,2020-05-19,1018,2021-04-01,50.4929999999995,0,2020-06-02,0
2020-05-20,"ma",0,0,0,2020-05-20,975,2021-04-01,50.4929999999995,0,2020-06-03,0
2020-05-21,"ma",0,0,0,2020-05-21,924,2021-04-01,50.4929999999995,0,2020-06-04,0
2020-05-22,"ma",0,0,0,2020-05-22,890,2021-04-01,50.4929999999995,0,2020-06-05,0
2020-05-23,"ma",0,0,0,2020-05-23,853,2021-04-01,50.4929999999995,0,2020-06-06,0
2020-05-24,"ma",0,0,0,2020-05-24,844,2021-04-01,50.4929999999995,0,2020-06-07,0
2020-05-25,"ma",0,0,0,2020-05-25,685,2021-04-01,50.4929999999995,0,2020-06-08,0
2020-05-26,"ma",0,0,0,2020-05-26,655,2021-04-01,50.4929999999995,0,2020-06-09,0
2020-05-27,"ma",0,0,0,2020-05-27,609,2021-04-01,50.4929999999995,0,2020-06-10,0
2020-05-28,"ma",0,0,0,2020-05-28,563,2021-04-01,50.4929999999995,0,2020-06-11,0
2020-05-29,"ma",0,0,0,2020-05-29,515,2021-04-01,50.4929999999995,0,2020-06-12,0
2020-05-30,"ma",0,0,0,2020-05-30,499,2021-04-01,50.4929999999995,0,2020-06-13,0
2020-05-31,"ma",0,0,0,2020-05-31,479,2021-04-01,50.4929999999995,0,2020-06-14,0
2020-06-01,"ma",0,0,0,2020-06-01,523,2021-04-01,50.4929999999995,0,2020-06-15,0
2020-06-02,"ma",0,0,0,2020-06-02,463,2021-04-01,50.4929999999995,0,2020-06-16,0
2020-06-03,"ma",0,0,0,2020-06-03,431,2021-04-01,50.4929999999995,0,2020-06-17,0
2020-06-04,"ma",0,0,0,2020-06-04,393,2021-04-01,50.4929999999995,0,2020-06-18,0
2020-06-05,"ma",0,0,0,2020-06-05,366,2021-04-01,50.4929999999995,0,2020-06-19,0
2020-06-06,"ma",0,0,0,2020-06-06,348,2021-04-01,50.4929999999995,0,2020-06-20,0
2020-06-07,"ma",0,0,0,2020-06-07,347,2021-04-01,50.4929999999995,0,2020-06-21,0
2020-06-08,"ma",0,0,0,2020-06-08,325,2021-04-01,50.4929999999995,0,2020-06-22,0
2020-06-09,"ma",0,0,0,2020-06-09,310,2021-04-01,50.4929999999995,0,2020-06-23,0
2020-06-10,"ma",0,0,0,2020-06-10,281,2021-04-01,50.4929999999995,0,2020-06-24,0
2020-06-11,"ma",0,0,0,2020-06-11,259,2021-04-01,50.4929999999995,0,2020-06-25,0
2020-06-12,"ma",0,0,0,2020-06-12,248,2021-04-01,50.4929999999995,0,2020-06-26,0
2020-06-13,"ma",0,0,0,2020-06-13,240,2021-04-01,50.4929999999995,0,2020-06-27,0
2020-06-14,"ma",0,0,0,2020-06-14,230,2021-04-01,50.4929999999995,0,2020-06-28,0
2020-06-15,"ma",0,0,0,2020-06-15,213,2021-04-01,50.4929999999995,0,2020-06-29,0
2020-06-16,"ma",0,0,0,2020-06-16,192,2021-04-01,50.4929999999995,0,2020-06-30,0
2020-06-17,"ma",0,0,0,2020-06-17,191,2021-04-01,50.4929999999995,0,2020-07-01,0
2020-06-18,"ma",0,0,0,2020-06-18,193,2021-04-01,50.4929999999995,0,2020-07-02,0
2020-06-19,"ma",0,0,0,2020-06-19,181,2021-04-01,50.4929999999995,0,2020-07-03,0
2020-06-20,"ma",0,0,0,2020-06-20,181,2021-04-01,50.4929999999995,0,2020-07-04,0
2020-06-21,"ma",0,0,0,2020-06-21,181,2021-04-01,50.4929999999995,0,2020-07-05,0
2020-06-22,"ma",0,0,0,2020-06-22,180,2021-04-01,50.4929999999995,0,2020-07-06,0
2020-06-23,"ma",0,0,0,2020-06-23,178,2021-04-01,50.4929999999995,0,2020-07-07,0
2020-06-24,"ma",0,0,0,2020-06-24,173,2021-04-01,50.4929999999995,0,2020-07-08,0
2020-06-25,"ma",0,0,0,2020-06-25,168,2021-04-01,50.4929999999995,0,2020-07-09,0
2020-06-26,"ma",0,0,0,2020-06-26,171,2021-04-01,50.4929999999995,0,2020-07-10,0
2020-06-27,"ma",0,0,0,2020-06-27,177,2021-04-01,50.4929999999995,0,2020-07-11,0
2020-06-28,"ma",0,0,0,2020-06-28,176,2021-04-01,50.4929999999995,0,2020-07-12,0
2020-06-29,"ma",0,0,0,2020-06-29,173,2021-04-01,50.4929999999995,0,2020-07-13,0
2020-06-30,"ma",0,0,0,2020-06-30,178,2021-04-01,50.4929999999995,0,2020-07-14,0
2020-07-01,"ma",0,0,0,2020-07-01,179,2021-04-01,50.4929999999995,0,2020-07-15,0
2020-07-02,"ma",0,0,0,2020-07-02,181,2021-04-01,50.4929999999995,0,2020-07-16,0
2020-07-03,"ma",0,0,0,2020-07-03,167,2021-04-01,50.4929999999995,0,2020-07-17,0
2020-07-04,"ma",0,0,0,2020-07-04,157,2021-04-01,50.4929999999995,0,2020-07-18,0
2020-07-05,"ma",0,0,0,2020-07-05,161,2021-04-01,50.4929999999995,0,2020-07-19,0
2020-07-06,"ma",0,0,0,2020-07-06,166,2021-04-01,50.4929999999995,0,2020-07-20,0
2020-07-07,"ma",0,0,0,2020-07-07,169,2021-04-01,50.4929999999995,0,2020-07-21,0
2020-07-08,"ma",0,0,0,2020-07-08,169,2021-04-01,50.4929999999995,0,2020-07-22,0
2020-07-09,"ma",0,0,0,2020-07-09,173,2021-04-01,50.4929999999995,0,2020-07-23,0
2020-07-10,"ma",0,0,0,2020-07-10,191,2021-04-01,50.4929999999995,0,2020-07-24,0
2020-07-11,"ma",0,0,0,2020-07-11,199,2021-04-01,50.4929999999995,0,2020-07-25,0
2020-07-12,"ma",0,0,0,2020-07-12,197,2021-04-01,50.4929999999995,0,2020-07-26,0
2020-07-13,"ma",0,0,0,2020-07-13,201,2021-04-01,50.4929999999995,0,2020-07-27,0
2020-07-14,"ma",0,0,0,2020-07-14,200,2021-04-01,50.4929999999995,0,2020-07-28,0
2020-07-15,"ma",0,0,0,2020-07-15,212,2021-04-01,50.4929999999995,0,2020-07-29,0
2020-07-16,"ma",0,0,0,2020-07-16,210,2021-04-01,50.4929999999995,0,2020-07-30,0
2020-07-17,"ma",0,0,0,2020-07-17,210,2021-04-01,50.4929999999995,0,2020-07-31,0
2020-07-18,"ma",0,0,0,2020-07-18,212,2021-04-01,50.4929999999995,0,2020-08-01,0
2020-07-19,"ma",0,0,0,2020-07-19,210,2021-04-01,50.4929999999995,0,2020-08-02,0
2020-07-20,"ma",0,0,0,2020-07-20,212,2021-04-01,50.4929999999995,0,2020-08-03,0
2020-07-21,"ma",0,0,0,2020-07-21,215,2021-04-01,50.4929999999995,0,2020-08-04,0
2020-07-22,"ma",0,0,0,2020-07-22,209,2021-04-01,50.4929999999995,0,2020-08-05,0
2020-07-23,"ma",0,0,0,2020-07-23,211,2021-04-01,50.4929999999995,0,2020-08-06,0
2020-07-24,"ma",0,0,0,2020-07-24,216,2021-04-01,50.4929999999995,0,2020-08-07,0
2020-07-25,"ma",0,0,0,2020-07-25,220,2021-04-01,50.4929999999995,0,2020-08-08,0
2020-07-26,"ma",0,0,0,2020-07-26,224,2021-04-01,50.4929999999995,0,2020-08-09,0
2020-07-27,"ma",0,0,0,2020-07-27,236,2021-04-01,50.4929999999995,0,2020-08-10,0
2020-07-28,"ma",0,0,0,2020-07-28,245,2021-04-01,50.4929999999995,0,2020-08-11,0
2020-07-29,"ma",0,0,0,2020-07-29,254,2021-04-01,50.4929999999995,0,2020-08-12,0
2020-07-30,"ma",0,0,0,2020-07-30,265,2021-04-01,50.4929999999995,0,2020-08-13,0
2020-07-31,"ma",0,0,0,2020-07-31,274,2021-04-01,50.4929999999995,0,2020-08-14,0
2020-08-01,"ma",0,0,0,2020-08-01,272,2021-04-01,50.4929999999995,0,2020-08-15,0
2020-08-02,"ma",0,0,0,2020-08-02,273,2021-04-01,50.4929999999995,0,2020-08-16,0
2020-08-03,"ma",0,0,0,2020-08-03,273,2021-04-01,50.4929999999995,0,2020-08-17,0
2020-08-04,"ma",0,0,0,2020-08-04,271,2021-04-01,50.4929999999995,0,2020-08-18,0
2020-08-05,"ma",0,0,0,2020-08-05,273,2021-04-01,50.4929999999995,0,2020-08-19,0
2020-08-06,"ma",0,0,0,2020-08-06,275,2021-04-01,50.4929999999995,0,2020-08-20,0
2020-08-07,"ma",0,0,0,2020-08-07,273,2021-04-01,50.4929999999995,0,2020-08-21,0
2020-08-08,"ma",0,0,0,2020-08-08,276,2021-04-01,50.4929999999995,0,2020-08-22,0
2020-08-09,"ma",0,0,0,2020-08-09,272,2021-04-01,50.4929999999995,0,2020-08-23,0
2020-08-10,"ma",0,0,0,2020-08-10,275,2021-04-01,50.4929999999995,0,2020-08-24,0
2020-08-11,"ma",0,0,0,2020-08-11,271,2021-04-01,50.4929999999995,0,2020-08-25,0
2020-08-12,"ma",0,0,0,2020-08-12,267,2021-04-01,50.4929999999995,0,2020-08-26,0
2020-08-13,"ma",0,0,0,2020-08-13,266,2021-04-01,50.4929999999995,0,2020-08-27,0
2020-08-14,"ma",0,0,0,2020-08-14,272,2021-04-01,50.4929999999995,0,2020-08-28,0
2020-08-15,"ma",0,0,0,2020-08-15,270,2021-04-01,50.4929999999995,0,2020-08-29,0
2020-08-16,"ma",0,0,0,2020-08-16,275,2021-04-01,50.4929999999995,0,2020-08-30,0
2020-08-17,"ma",0,0,0,2020-08-17,274,2021-04-01,50.4929999999995,0,2020-08-31,0
2020-08-18,"ma",0,0,0,2020-08-18,288,2021-04-01,50.4929999999995,0,2020-09-01,0
2020-08-19,"ma",0,0,0,2020-08-19,293,2021-04-01,50.4929999999995,0,2020-09-02,0
2020-08-20,"ma",0,0,0,2020-08-20,294,2021-04-01,50.4929999999995,0,2020-09-03,0
2020-08-21,"ma",0,0,0,2020-08-21,285,2021-04-01,50.4929999999995,0,2020-09-04,0
2020-08-22,"ma",0,0,0,2020-08-22,285,2021-04-01,50.4929999999995,0,2020-09-05,0
2020-08-23,"ma",0,0,0,2020-08-23,281,2021-04-01,50.4929999999995,0,2020-09-06,0
2020-08-24,"ma",0,0,0,2020-08-24,285,2021-04-01,50.4929999999995,0,2020-09-07,0
2020-08-25,"ma",0,0,0,2020-08-25,284,2021-04-01,50.4929999999995,0,2020-09-08,0
2020-08-26,"ma",0,0,0,2020-08-26,290,2021-04-01,50.4929999999995,0,2020-09-09,0
2020-08-27,"ma",0,0,0,2020-08-27,289,2021-04-01,50.4929999999995,0,2020-09-10,0
2020-08-28,"ma",0,0,0,2020-08-28,300,2021-04-01,50.4929999999995,0,2020-09-11,0
2020-08-29,"ma",0,0,0,2020-08-29,304,2021-04-01,50.4929999999995,0,2020-09-12,0
2020-08-30,"ma",0,0,0,2020-08-30,310,2021-04-01,50.4929999999995,0,2020-09-13,0
2020-08-31,"ma",0,0,0,2020-08-31,316,2021-04-01,50.4929999999995,0,2020-09-14,0
2020-09-01,"ma",0,0,0,2020-09-01,319,2021-04-01,50.4929999999995,0,2020-09-15,0
2020-09-02,"ma",0,0,0,2020-09-02,319,2021-04-01,50.4929999999995,0,2020-09-16,0
2020-09-03,"ma",0,0,0,2020-09-03,336,2021-04-01,50.4929999999995,0,2020-09-17,0
2020-09-04,"ma",0,0,0,2020-09-04,334,2021-04-01,50.4929999999995,0,2020-09-18,0
2020-09-05,"ma",0,0,0,2020-09-05,338,2021-04-01,50.4929999999995,0,2020-09-19,0
2020-09-06,"ma",0,0,0,2020-09-06,334,2021-04-01,50.4929999999995,0,2020-09-20,0
2020-09-07,"ma",0,0,0,2020-09-07,295,2021-04-01,50.4929999999995,0,2020-09-21,0
2020-09-08,"ma",0,0,0,2020-09-08,316,2021-04-01,50.4929999999995,0,2020-09-22,0
2020-09-09,"ma",0,0,0,2020-09-09,329,2021-04-01,50.4929999999995,0,2020-09-23,0
2020-09-10,"ma",0,0,0,2020-09-10,321,2021-04-01,50.4929999999995,0,2020-09-24,0
2020-09-11,"ma",0,0,0,2020-09-11,330,2021-04-01,50.4929999999995,0,2020-09-25,0
2020-09-12,"ma",0,0,0,2020-09-12,329,2021-04-01,50.4929999999995,0,2020-09-26,0
2020-09-13,"ma",0,0,0,2020-09-13,336,2021-04-01,50.4929999999995,0,2020-09-27,0
2020-09-14,"ma",0,0,0,2020-09-14,385,2021-04-01,50.4929999999995,0,2020-09-28,0
2020-09-15,"ma",0,0,0,2020-09-15,367,2021-04-01,50.4929999999995,0,2020-09-29,0
2020-09-16,"ma",0,0,0,2020-09-16,358,2021-04-01,50.4929999999995,0,2020-09-30,0
2020-09-17,"ma",0,0,0,2020-09-17,351,2021-04-01,50.4929999999995,0,2020-10-01,0
2020-09-18,"ma",0,0,0,2020-09-18,354,2021-04-01,50.4929999999995,0,2020-10-02,0
2020-09-19,"ma",0,0,0,2020-09-19,356,2021-04-01,50.4929999999995,0,2020-10-03,0
2020-09-20,"ma",0,0,0,2020-09-20,353,2021-04-01,50.4929999999995,0,2020-10-04,0
2020-09-21,"ma",0,0,0,2020-09-21,343,2021-04-01,50.4929999999995,0,2020-10-05,0
2020-09-22,"ma",0,0,0,2020-09-22,355,2021-04-01,50.4929999999995,0,2020-10-06,0
2020-09-23,"ma",0,0,0,2020-09-23,376,2021-04-01,50.4929999999995,0,2020-10-07,0
2020-09-24,"ma",0,0,0,2020-09-24,410,2021-04-01,50.4929999999995,0,2020-10-08,0
2020-09-25,"ma",0,0,0,2020-09-25,427,2021-04-01,50.4929999999995,0,2020-10-09,0
2020-09-26,"ma",0,0,0,2020-09-26,450,2021-04-01,50.4929999999995,0,2020-10-10,0
2020-09-27,"ma",0,0,0,2020-09-27,462,2021-04-01,50.4929999999995,0,2020-10-11,0
2020-09-28,"ma",0,0,0,2020-09-28,525,2021-04-01,50.4929999999995,0,2020-10-12,0
2020-09-29,"ma",0,0,0,2020-09-29,555,2021-04-01,50.4929999999995,0,2020-10-13,0
2020-09-30,"ma",0,0,0,2020-09-30,563,2021-04-01,50.4929999999995,0,2020-10-14,0
2020-10-01,"ma",0,0,0,2020-10-01,575,2021-04-01,50.4929999999995,0,2020-10-15,0
2020-10-02,"ma",0,0,0,2020-10-02,577,2021-04-01,50.4929999999995,0,2020-10-16,0
2020-10-03,"ma",0,0,0,2020-10-03,583,2021-04-01,50.4929999999995,0,2020-10-17,0
2020-10-04,"ma",0,0,0,2020-10-04,593,2021-04-01,50.4929999999995,0,2020-10-18,0
2020-10-05,"ma",0,0,0,2020-10-05,576,2021-04-01,50.4929999999995,0,2020-10-19,0
2020-10-06,"ma",0,0,0,2020-10-06,578,2021-04-01,50.4929999999995,0,2020-10-20,0
2020-10-07,"ma",0,0,0,2020-10-07,593,2021-04-01,50.4929999999995,0,2020-10-21,0
2020-10-08,"ma",0,0,0,2020-10-08,615,2021-04-01,50.4929999999995,0,2020-10-22,0
2020-10-09,"ma",0,0,0,2020-10-09,633,2021-04-01,50.4929999999995,0,2020-10-23,0
2020-10-10,"ma",0,0,0,2020-10-10,633,2021-04-01,50.4929999999995,0,2020-10-24,0
2020-10-11,"ma",0,0,0,2020-10-11,629,2021-04-01,50.4929999999995,0,2020-10-25,0
2020-10-12,"ma",0,0,0,2020-10-12,607,2021-04-01,50.4929999999995,0,2020-10-26,0
2020-10-13,"ma",0,0,0,2020-10-13,614,2021-04-01,50.4929999999995,0,2020-10-27,0
2020-10-14,"ma",0,0,0,2020-10-14,640,2021-04-01,50.4929999999995,0,2020-10-28,0
2020-10-15,"ma",0,0,0,2020-10-15,656,2021-04-01,50.4929999999995,0,2020-10-29,0
2020-10-16,"ma",0,0,0,2020-10-16,682,2021-04-01,50.4929999999995,0,2020-10-30,0
2020-10-17,"ma",0,0,0,2020-10-17,700,2021-04-01,50.4929999999995,0,2020-10-31,0
2020-10-18,"ma",0,0,0,2020-10-18,710,2021-04-01,50.4929999999995,0,2020-11-01,0
2020-10-19,"ma",0,0,0,2020-10-19,779,2021-04-01,50.4929999999995,0,2020-11-02,0
2020-10-20,"ma",0,0,0,2020-10-20,827,2021-04-01,50.4929999999995,0,2020-11-03,0
2020-10-21,"ma",0,0,0,2020-10-21,870,2021-04-01,50.4929999999995,0,2020-11-04,0
2020-10-22,"ma",0,0,0,2020-10-22,931,2021-04-01,50.4929999999995,0,2020-11-05,0
2020-10-23,"ma",0,0,0,2020-10-23,982,2021-04-01,50.4929999999995,0,2020-11-06,0
2020-10-24,"ma",0,0,0,2020-10-24,1017,2021-04-01,50.4929999999995,0,2020-11-07,0
2020-10-25,"ma",0,0,0,2020-10-25,1039,2021-04-01,50.4929999999995,0,2020-11-08,0
2020-10-26,"ma",0,0,0,2020-10-26,1102,2021-04-01,50.4929999999995,0,2020-11-09,0
2020-10-27,"ma",0,0,0,2020-10-27,1135,2021-04-01,50.4929999999995,0,2020-11-10,0
2020-10-28,"ma",0,0,0,2020-10-28,1169,2021-04-01,50.4929999999995,0,2020-11-11,0
2020-10-29,"ma",0,0,0,2020-10-29,1170,2021-04-01,50.4929999999995,0,2020-11-12,0
2020-10-30,"ma",0,0,0,2020-10-30,1156,2021-04-01,50.4929999999995,0,2020-11-13,0
2020-10-31,"ma",0,0,0,2020-10-31,1168,2021-04-01,50.4929999999995,0,2020-11-14,0
2020-11-01,"ma",0,0,0,2020-11-01,1173,2021-04-01,50.4929999999995,0,2020-11-15,0
2020-11-02,"ma",0,0,0,2020-11-02,1218,2021-04-01,50.4929999999995,0,2020-11-16,0
2020-11-03,"ma",0,0,0,2020-11-03,1298,2021-04-01,50.4929999999995,0,2020-11-17,0
2020-11-04,"ma",0,0,0,2020-11-04,1403,2021-04-01,50.4929999999995,0,2020-11-18,0
2020-11-05,"ma",0,0,0,2020-11-05,1550,2021-04-01,50.4929999999995,0,2020-11-19,0
2020-11-06,"ma",0,0,0,2020-11-06,1709,2021-04-01,50.4929999999995,0,2020-11-20,0
2020-11-07,"ma",0,0,0,2020-11-07,1774,2021-04-01,50.4929999999995,0,2020-11-21,0
2020-11-08,"ma",0,0,0,2020-11-08,1834,2021-04-01,50.4929999999995,0,2020-11-22,0
2020-11-09,"ma",0,0,0,2020-11-09,2025,2021-04-01,50.4929999999995,0,2020-11-23,0
2020-11-10,"ma",0,0,0,2020-11-10,2156,2021-04-01,50.4929999999995,0,2020-11-24,0
2020-11-11,"ma",0,0,0,2020-11-11,2226,2021-04-01,50.4929999999995,0,2020-11-25,0
2020-11-12,"ma",0,0,0,2020-11-12,2307,2021-04-01,50.4929999999995,0,2020-11-26,0
2020-11-13,"ma",0,0,0,2020-11-13,2360,2021-04-01,50.4929999999995,0,2020-11-27,0
2020-11-14,"ma",0,0,0,2020-11-14,2415,2021-04-01,50.4929999999995,0,2020-11-28,0
2020-11-15,"ma",0,0,0,2020-11-15,2450,2021-04-01,50.4929999999995,0,2020-11-29,0
2020-11-16,"ma",0,0,0,2020-11-16,2500,2021-04-01,50.4929999999995,0,2020-11-30,0
2020-11-17,"ma",0,0,0,2020-11-17,2545,2021-04-01,50.4929999999995,0,2020-12-01,0
2020-11-18,"ma",0,0,0,2020-11-18,2582,2021-04-01,50.4929999999995,0,2020-12-02,0
2020-11-19,"ma",0,0,0,2020-11-19,2585,2021-04-01,50.4929999999995,0,2020-12-03,0
2020-11-20,"ma",0,0,0,2020-11-20,2619,2021-04-01,50.4929999999995,0,2020-12-04,0
2020-11-21,"ma",0,0,0,2020-11-21,2627,2021-04-01,50.4929999999995,0,2020-12-05,0
2020-11-22,"ma",0,0,0,2020-11-22,2627,2021-04-01,50.4929999999995,0,2020-12-06,0
2020-11-23,"ma",0,0,0,2020-11-23,2637,2021-04-01,50.4929999999995,0,2020-12-07,0
2020-11-24,"ma",0,0,0,2020-11-24,2730,2021-04-01,50.4929999999995,0,2020-12-08,0
2020-11-25,"ma",0,0,0,2020-11-25,2732,2021-04-01,50.4929999999995,0,2020-12-09,0
2020-11-26,"ma",0,0,0,2020-11-26,2367,2021-04-01,50.4929999999995,0,2020-12-10,0
2020-11-27,"ma",0,0,0,2020-11-27,2443,2021-04-01,50.4929999999995,0,2020-12-11,0
2020-11-28,"ma",0,0,0,2020-11-28,2606,2021-04-01,50.4929999999995,0,2020-12-12,0
2020-11-29,"ma",0,0,0,2020-11-29,2687,2021-04-01,50.4929999999995,0,2020-12-13,0
2020-11-30,"ma",0,0,0,2020-11-30,2960,2021-04-01,50.4929999999995,0,2020-12-14,0
2020-12-01,"ma",0,0,0,2020-12-01,3255,2021-04-01,50.4929999999995,0,2020-12-15,0
2020-12-02,"ma",0,0,0,2020-12-02,3703,2021-04-01,50.4929999999995,0,2020-12-16,0
2020-12-03,"ma",0,0,0,2020-12-03,4462,2021-04-01,50.4929999999995,0,2020-12-17,0
2020-12-04,"ma",0,0,0,2020-12-04,4733,2021-04-01,50.4929999999995,0,2020-12-18,0
2020-12-05,"ma",0,0,0,2020-12-05,4629,2021-04-01,50.4929999999995,0,2020-12-19,0
2020-12-06,"ma",0,0,0,2020-12-06,4678,2021-04-01,50.4929999999995,0,2020-12-20,0
2020-12-07,"ma",0,0,0,2020-12-07,4778,2021-04-01,50.4929999999995,0,2020-12-21,0
2020-12-08,"ma",0,0,0,2020-12-08,4712,2021-04-01,50.4929999999995,0,2020-12-22,0
2020-12-09,"ma",0,0,0,2020-12-09,4615,2021-04-01,50.4929999999995,0,2020-12-23,0
2020-12-10,"ma",0,0,0,2020-12-10,4572,2021-04-01,50.4929999999995,0,2020-12-24,0
2020-12-11,"ma",0,0,0,2020-12-11,4523,2021-04-01,50.4929999999995,0,2020-12-25,0
2020-12-12,"ma",0,0,0,2020-12-12,4622,2021-04-01,50.4929999999995,0,2020-12-26,0
2020-12-13,"ma",0,0,0,2020-12-13,4635,2021-04-01,50.4929999999995,0,2020-12-27,0
2020-12-14,"ma",0,0,0,2020-12-14,4642,2021-04-01,50.4929999999995,0,2020-12-28,0
2020-12-15,"ma",0,0,0,2020-12-15,4728,2021-04-01,50.4929999999995,0,2020-12-29,0
2020-12-16,"ma",0,0,0,2020-12-16,4760,2021-04-01,50.4929999999995,0,2020-12-30,0
2020-12-17,"ma",0,0,0,2020-12-17,4204,2021-04-01,50.4929999999995,0,2020-12-31,0
2020-12-18,"ma",0,0,0,2020-12-18,4304,2021-04-01,50.4929999999995,0,2021-01-01,0
2020-12-19,"ma",0,0,0,2020-12-19,4411,2021-04-01,50.4929999999995,0,2021-01-02,0
2020-12-20,"ma",0,0,0,2020-12-20,4423,2021-04-01,50.4929999999995,0,2021-01-03,0
2020-12-21,"ma",4441,4441,4441,2020-12-21,4441,2021-04-01,50.4929999999995,4441.142857,2021-01-04,3.21599961452534e-05
